text_display,video_source,text_emoji,text_clean,word_count,aspect_category,is_sarcastic,sentiment
"pk pelatih buangan curacao
 setelah memecat pk, curacao lolos ke putaran piala dunia 2026
 cilakanya erick memungut pk dari pembuangan
 ya memang gebleg",Youtube,"pk pelatih buangan curacao setelah memecat pk, curacao lolos ke putaran piala dunia 2026 cilakanya erick memungut pk dari pembuangan ya memang gebleg",pakai pelatih buangan curacao setelah memecat pakai curacao lolos ke putaran piala dunia 2026 cilakanya erick memungut pakai dari pembuangan ya memang geblek,23,Mgmt_ET,0,Negative
Erick Thohir tai...,Youtube,Erick Thohir tai...,erick thohir tahi,3,Mgmt_ET,0,Negative
BIANG KEROK KE GAGALAN TIMNAS YAITU PSSI..DI SINIH YG HRUS BERTANGGUNG JAWAB YA ITU ERIK TOHIR SAMA ARYA SINULINGGA,Youtube,BIANG KEROK KE GAGALAN TIMNAS YAITU PSSI..DI SINIH YG HRUS BERTANGGUNG JAWAB YA ITU ERIK TOHIR SAMA ARYA SINULINGGA,biang kerok ke gagalan timnas yaitu pssidi sinih yang harus bertanggung jawab ya itu erik tohir sama arya sinulingga,19,Mgmt_ET,0,Negative
"Solusinya : Tangkap Eric Tohir, Arya Sinulingga, Towel, Akmal dan Justin, tembok penghalang perubahan dan kemajuan Timnas Indonesia",Youtube,"Solusinya : Tangkap Eric Tohir, Arya Sinulingga, Towel, Akmal dan Justin, tembok penghalang perubahan dan kemajuan Timnas Indonesia",solusinya tangkap eric tohir arya sinulingga towel akmal dan justin tembok penghalang perubahan dan kemajuan timnas indonesia,17,Mgmt_Arya,0,Negative
Ketika Erik Tohir Masuk ke PSSI maka Secara Langsung dan Tidak Menunggu Lama TIMNAS Sepak Bola Indonesia yang Manapun Langsung HANCUR sama Sekali Tidak ada KEMAJUAN nya. Sebaikny Mundur saja Erik Tohir.,Youtube,Ketika Erik Tohir Masuk ke PSSI maka Secara Langsung dan Tidak Menunggu Lama TIMNAS Sepak Bola Indonesia yang Manapun Langsung HANCUR sama Sekali Tidak ada KEMAJUAN nya. Sebaikny Mundur saja Erik Tohir.,ketika erik tohir masuk ke pssi maka secara langsung dan tidak menunggu lama timnas sepak bola indonesia yang manapun langsung hancur sama sekali tidak ada kemajuan nya sebaikny mundur saja erik tohir,32,Mgmt_ET,0,Negative
Bodohnya Erick Thohir gampang banget dibodohi di komporin Arya sirulingga buat singkirin STY.... hasilnya buum Indonesia jadi era kegelapan lagi,Youtube,Bodohnya Erick Thohir gampang banget dibodohi di komporin Arya sirulingga buat singkirin STY.... hasilnya buum Indonesia jadi era kegelapan lagi,bodohnya erick thohir gampang banget dibodohi di komporin arya sirulingga buat singkirin sty hasilnya buum indonesia jadi era kegelapan lagi,20,Coach_STY,0,Negative
Yuk rik mundur aja,Youtube,Yuk rik mundur aja,yuk rik mundur saja,4,General,0,Negative
"Bubarkan pssi,pssi bukan milk rakyat lagi,sekarang pssi udh aliih fungsi,jadi tempat mafia berkamufalse ,yg isinya hanya orang mafia aja",Youtube,"Bubarkan pssi,pssi bukan milk rakyat lagi,sekarang pssi udh aliih fungsi,jadi tempat mafia berkamufalse ,yg isinya hanya orang mafia aja",bubarkan pssipssi bukan milk rakyat lagisekarang pssi sudah aliih fungsijadi tempat mafia berkamufalse yang isinya hanya orang mafia saja,19,Mgmt_General,0,Negative
TIMNAS KEMBALI SETINGAN PABRIK .... PARAH ... JADI SEKELAS TARKAM ....,Youtube,TIMNAS KEMBALI SETINGAN PABRIK .... PARAH ... JADI SEKELAS TARKAM ....,timnas kembali setingan pabrik parah jadi sekelas tarkam,8,Player,0,Negative
Erik Toher out uda ga usah banyak Alasan Erik Timas Gagal karena Kamu Erik,Youtube,Erik Toher out uda ga usah banyak Alasan Erik Timas Gagal karena Kamu Erik,erik toher out sudah enggak usah banyak alasan erik timas gagal karena kamu erik,14,Mgmt_ET,0,Negative
"Sty ga akan melatih timnas indonesia selagi ada Erik Tohir dan kroni""nya,dia pernah berkata itu dan merupakan salah satu syarat KLO sty mau",Youtube,"Sty ga akan melatih timnas indonesia selagi ada Erik Tohir dan kroni""nya,dia pernah berkata itu dan merupakan salah satu syarat KLO sty mau",sty enggak akan melatih timnas indonesia selagi ada erik tohir dan kroninyadia pernah berkata itu dan merupakan salah satu syarat kalo sty mau,23,Coach_STY,0,Negative
Sebagian anggota Exco itu PKI.....,Youtube,Sebagian anggota Exco itu PKI.....,sebagian anggota exco itu pki,5,Mgmt_Arya,0,Negative
"Chenel tk bermutu,,,sy gk pangling host nya,,pria awal",Youtube,"Chenel tk bermutu,,,sy gk pangling host nya,,pria awal",chenel tak bermutusy enggak pangling host nyapria awal,8,Pundit,0,Neutral
Erik Tohir berjaya menghancurkan Garuda,Youtube,Erik Tohir berjaya menghancurkan Garuda,erik tohir berjaya menghancurkan garuda,5,Mgmt_ET,0,Negative
Di exco pssi itu kumpulan org2 yg hanya cari duit aja....g ada dampak k prestasi bola....lbh baik bubarkan aja,Youtube,Di exco pssi itu kumpulan org2 yg hanya cari duit aja....g ada dampak k prestasi bola....lbh baik bubarkan aja,di exco pssi itu kumpulan orang-orang yang hanya cari duit ajag ada dampak ke prestasi bolalbh baik bubarkan saja,19,Mgmt_Arya,0,Negative
"TIMNAS INDO DENGAN KOMPOSISI NATURALASASI DICIPTAKAN OLEH PSSI DAN DI HANCURKAN OLEH PSSI JUGA 
 HALLO PSSI..
 Salam Kaum Waras",Youtube,TIMNAS INDO DENGAN KOMPOSISI NATURALASASI DICIPTAKAN OLEH PSSI DAN DI HANCURKAN OLEH PSSI JUGA HALLO PSSI.. Salam Kaum Waras,timnas indonesia dengan komposisi naturalasasi diciptakan oleh pssi dan di hancurkan oleh pssi juga halo pssi salam kaum waras,19,Mgmt_General,0,Negative
"Saya curiga pelatih Indra Syafri (IS) dijadikan tumbal kekalahan TIMNAS, PSSI tau pasti IS tidak memiliki kemampuan latih turnamen SEA GAMES namun dipaksakan untuk tanding demi ambisi PSSI...................... Hadoooh Parah",Youtube,"Saya curiga pelatih Indra Syafri (IS) dijadikan tumbal kekalahan TIMNAS, PSSI tau pasti IS tidak memiliki kemampuan latih turnamen SEA GAMES namun dipaksakan untuk tanding demi ambisi PSSI...................... Hadoooh Parah",saya curiga pelatih indra syafri is dijadikan tumbal kekalahan timnas pssi tau pasti is tidak memiliki kemampuan latih turnamen sea games namun dipaksakan untuk tanding demi ambisi pssi hadoh parah,30,Coach_Indra,0,Negative
ET ADALAH KETUM PSSI TERBODOH SEPANJANG SEJARAH,Youtube,ET ADALAH KETUM PSSI TERBODOH SEPANJANG SEJARAH,et adalah ketum pssi terbodoh sepanjang sejarah,7,Mgmt_ET,0,Negative
Orang awam aja bingung. Yg mengganti sty hancur cur. Indra safri salah strategi. Tapi ya TDK separah menir PK.,Youtube,Orang awam aja bingung. Yg mengganti sty hancur cur. Indra safri salah strategi. Tapi ya TDK separah menir PK.,orang awam saja bingung yang mengganti sty hancur cur indra safri salah strategi tapi ya tidak separah menir pakai,19,Coach_STY,0,Negative
Kalau saya setuju kembalikan STY dan ET serta AS dikeluarkan dari PSSI...Kalau Naturalisasi jalan terus tapi harus diimbangi dengan pembinaan pemain lokal secara bertahap. Karena apapun yg terjadi level timnas itu naik karena ada peran anak-anak darah kita yg diaspora. Dan di zaman STY tidak banyak pemain diaspora yg berkualitas seperti saat ini. Dan jika STY kemabali dgn tangan dinginnya lalu didukung kualitas pemain seperti saat ini saya yakin Timnas akan lebih gacor tu...,Youtube,Kalau saya setuju kembalikan STY dan ET serta AS dikeluarkan dari PSSI...Kalau Naturalisasi jalan terus tapi harus diimbangi dengan pembinaan pemain lokal secara bertahap. Karena apapun yg terjadi level timnas itu naik karena ada peran anak-anak darah kita yg diaspora. Dan di zaman STY tidak banyak pemain diaspora yg berkualitas seperti saat ini. Dan jika STY kemabali dgn tangan dinginnya lalu didukung kualitas pemain seperti saat ini saya yakin Timnas akan lebih gacor tu...,kalau saya setuju kembalikan sty dan et serta as dikeluarkan dari pssikalau naturalisasi jalan terus tapi harus diimbangi dengan pembinaan pemain lokal secara bertahap karena apapun yang terjadi level timnas itu naik karena ada peran anak-anak darah kita yang diaspora dan di zaman sty tidak banyak pemain diaspora yang berkualitas seperti saat ini dan jika sty kemabali dengan tangan dinginnya lalu didukung kualitas pemain seperti saat ini saya yakin timnas akan lebih gacor itu,74,Coach_STY,0,Positive
Sejarah Terburuk dicatat Erick Tohir Dengan Pemecatan STY ...,Youtube,Sejarah Terburuk dicatat Erick Tohir Dengan Pemecatan STY ...,sejarah terburuk dicatat erick tohir dengan pemecatan sty,8,Coach_STY,0,Negative
ERIK TOHIR manis awal tp sebenarnya busuk ngurus BUMN banyak kurupsi.skrg di pssi banyak mafia.,Youtube,ERIK TOHIR manis awal tp sebenarnya busuk ngurus BUMN banyak kurupsi.skrg di pssi banyak mafia.,erik tohir manis awal tapi sebenarnya busuk mengurus bumn banyak kurupsiskrg di pssi banyak mafia,15,Mgmt_ET,0,Negative
PENGURUS PSSI ITU TIDAK PUNYA TERIMA KASIH YANG DIUTAMAKAN EGONYA,Youtube,PENGURUS PSSI ITU TIDAK PUNYA TERIMA KASIH YANG DIUTAMAKAN EGONYA,pengurus pssi itu tidak punya terima kasih yang diutamakan egonya,10,Mgmt_General,0,Negative
Ayo paksa mundur ET...EXCO harus di evaluasi....siapa aja mereka?..kalo EXCO org nya kaya arya...percaya deh indonesia ga akan berprestasi.....,Youtube,Ayo paksa mundur ET...EXCO harus di evaluasi....siapa aja mereka?..kalo EXCO org nya kaya arya...percaya deh indonesia ga akan berprestasi.....,ayo paksa mundur etexco harus di evaluasisiapa saja mereka?kalo exco orang nya kayak aryapercaya deh indonesia enggak akan berprestasi,19,Mgmt_Arya,0,Negative
wajib pecat erik,Youtube,wajib pecat erik,wajib pecat erik,3,Mgmt_ET,0,Negative
"Apakah pelatih selain sty tidak ada yg bagus pa kok yg di bahas cuma sty, banyak pelatih dunia yg bagus ,tapi pelaku pssi kita otak nya busuk semua,sampai kiyamat nggak bakalan maju",Youtube,"Apakah pelatih selain sty tidak ada yg bagus pa kok yg di bahas cuma sty, banyak pelatih dunia yg bagus ,tapi pelaku pssi kita otak nya busuk semua,sampai kiyamat nggak bakalan maju",apakah pelatih selain sty tidak ada yang bagus apa kok yang di bahas cuma sty banyak pelatih dunia yang bagus tapi pelaku pssi kita otak nya busuk semuasampai kiyamat enggak bakalan maju,32,Coach_STY,0,Negative
STATUS IDRA SAFRI SAMA DGN STY ATAUPUN KLUIVERT...HILANG DARI TIMNAS INDONESIA..,Youtube,STATUS IDRA SAFRI SAMA DGN STY ATAUPUN KLUIVERT...HILANG DARI TIMNAS INDONESIA..,status idra safri sama dengan sty ataupun kluiverthilang dari timnas indonesia,11,Coach_STY,0,Neutral
"Ini semua karma ET memecat STY.
 Sekarang gagal total siapa yang akan bertanggung jawab.
 Di Era STY luar biasa peringkat dunia naik bahkan Timnas u 23 nyaris lolos ke olimpiade Paris.
 Sekarang hancur lebur di seagames saja ga lolos gugur di penyisihan group..
 Rasanya ga masuk akal di bantai philipin ini sangat memalukan",Youtube,Ini semua karma ET memecat STY. Sekarang gagal total siapa yang akan bertanggung jawab. Di Era STY luar biasa peringkat dunia naik bahkan Timnas u 23 nyaris lolos ke olimpiade Paris. Sekarang hancur lebur di seagames saja ga lolos gugur di penyisihan group.. Rasanya ga masuk akal di bantai philipin ini sangat memalukan,ini semua karma et memecat sty sekarang gagal total siapa yang akan bertanggung jawab di era sty luar biasa peringkat dunia naik bahkan timnas lu 23 nyaris lolos ke olimpiade paris sekarang hancur lebur di seagames saja enggak lolos gugur di penyisihan group rasanya enggak masuk akal di bantai philipin ini sangat memalukan,53,Coach_STY,0,Negative
"Ketika sty di pecat, saya langsung berkesimpulan ET tdk ingin timnas lolos piala dunia. Sementara towel adalah org ET yg sengaja di suruh fitnah sty...",Youtube,"Ketika sty di pecat, saya langsung berkesimpulan ET tdk ingin timnas lolos piala dunia. Sementara towel adalah org ET yg sengaja di suruh fitnah sty...",ketika sty di pecat saya langsung berkesimpulan et tidak ingin timnas lolos piala dunia sementara towel adalah orang et yang sengaja di suruh fitnah sty,25,Coach_STY,0,Negative
Byk omong kosong tohir..tohirr,Youtube,Byk omong kosong tohir..tohirr,banyak omong kosong tohirtohirr,4,General,0,Negative
"Erick Tohir merasa PSSI dia punya , boss PSSI milik rakyat kalau anda punya malu sebaiknya mundur dari PSSI biar Ketum PSSI yang baru menentukan Pelatih Timnas yang baru ..",Youtube,"Erick Tohir merasa PSSI dia punya , boss PSSI milik rakyat kalau anda punya malu sebaiknya mundur dari PSSI biar Ketum PSSI yang baru menentukan Pelatih Timnas yang baru ..",erick tohir merasa pssi dia punya bos pssi milik rakyat kalau anda punya malu sebaiknya mundur dari pssi biar ketum pssi yang baru menentukan pelatih timnas yang baru,28,Mgmt_ET,0,Negative
PSSI pinter tapi pinter bohong,Youtube,PSSI pinter tapi pinter bohong,pssi pintar tapi pintar bohong,5,Mgmt_General,1,Negative
Bola hancur..smenjak sty pergi.. melorot.. dulu disegani asia..skarang..hncurr,Youtube,Bola hancur..smenjak sty pergi.. melorot.. dulu disegani asia..skarang..hncurr,bola hancursmenjak sty pergi melorot dulu disegani asiaskaranghncurr,8,Coach_STY,0,Negative
Timnas kita kalu ketum ya Erik Tohir sama esko ya si Arya lama lama jadi amburadul ga ada prestasi apapun yu rame rame kita demo PSSI bubarin aja PSSI ya,Youtube,Timnas kita kalu ketum ya Erik Tohir sama esko ya si Arya lama lama jadi amburadul ga ada prestasi apapun yu rame rame kita demo PSSI bubarin aja PSSI ya,timnas kita kalau ketum ya erik tohir sama esko ya sih arya lama lama jadi amburadul enggak ada prestasi apapun yuk rame rame kita demo pssi bubarin saja pssi ya,30,Mgmt_ET,0,Negative
"Yg saya sesalkan dan sangat kecewa kenapa harus Indra safri udah gagal masih aj di percaya jadi pelatih,lihat aj permainan timnas grudak gruduk gak jelas kembali kejaman dlu,pokoknya Indra safri out jgn ada lagi bekerja di tubuh PSSI.",Youtube,"Yg saya sesalkan dan sangat kecewa kenapa harus Indra safri udah gagal masih aj di percaya jadi pelatih,lihat aj permainan timnas grudak gruduk gak jelas kembali kejaman dlu,pokoknya Indra safri out jgn ada lagi bekerja di tubuh PSSI.",yang saya sesalkan dan sangat kecewa kenapa harus indra safri sudah gagal masih saja di percaya jadi pelatihlihat saja permainan timnas grudak gruduk enggak jelas kembali kejaman dlupokoknya indra safri out jangan ada lagi bekerja di tubuh pssi,38,Coach_Indra,0,Negative
"kenapa STY sendiri melatih U20, U22, U23 dan Senior? agar terjadi harmoni hingga U20 dan U22 bisa backup U23 dan Senior tanpa harus adaptasi lg. Sendirian STY gendong timnas sampai banyak pencapaian bersejarah buat Indonesia. GERBONG TIM PELATIH TERBAIK DARI BELANDA CUMA OMONG KOSONG!",Youtube,"kenapa STY sendiri melatih U20, U22, U23 dan Senior? agar terjadi harmoni hingga U20 dan U22 bisa backup U23 dan Senior tanpa harus adaptasi lg. Sendirian STY gendong timnas sampai banyak pencapaian bersejarah buat Indonesia. GERBONG TIM PELATIH TERBAIK DARI BELANDA CUMA OMONG KOSONG!",kenapa sty sendiri melatih u20 u22 u23 dan senior? agar terjadi harmoni hingga u20 dan u22 bisa backup u23 dan senior tanpa harus adaptasi lagi sendirian sty gendong timnas sampai banyak pencapaian bersejarah buat indonesia gerbong tim pelatih terbaik dari belanda cuma omong kosong!,44,Coach_STY,0,Negative
Sty terbaik.. pssi terbodoh sepanjang masa,Youtube,Sty terbaik.. pssi terbodoh sepanjang masa,sty terbaik pssi terbodoh sepanjang masa,6,Coach_STY,0,Negative
"Selama pak Erik jadi ketum, gak bakalan STY di pakai, pk Erik takut kalah popularitas sm STY makanya STY di singkirkan tanpa alasan yang jelas",Youtube,"Selama pak Erik jadi ketum, gak bakalan STY di pakai, pk Erik takut kalah popularitas sm STY makanya STY di singkirkan tanpa alasan yang jelas",selama pak erik jadi ketum enggak bakalan sty di pakai pakai erik takut kalah popularitas sama sty makanya sty di singkirkan tanpa alasan yang jelas,25,Coach_STY,0,Negative
Hoax Muluuu ah..... Soal STY,Youtube,Hoax Muluuu ah..... Soal STY,hoax mulu ah soal sty,5,Coach_STY,0,Neutral
"8:58 PSSI lahan basah untuk korupsi, untuk usaha modal klub pribadi disana tuh, sama si itu..tu.. dan rakyat yang di tipu suruh nonton timnas penuhi stadion dia yang untung. Kembalikan STY",Youtube,"8:58 PSSI lahan basah untuk korupsi, untuk usaha modal klub pribadi disana tuh, sama si itu..tu.. dan rakyat yang di tipu suruh nonton timnas penuhi stadion dia yang untung. Kembalikan STY",858 pssi lahan basah untuk korupsi untuk usaha modal klub pribadi disana tuh sama sih itutu dan rakyat yang di tipu suruh menonton timnas penuhi stadion dia yang untung kembalikan sty,31,Coach_STY,0,Negative
"Terlalu angkuh Erik Tohir ,nyingkirin sty publik jg tau sepak bola Indonesia sty lh yg mengangkat perform teamnas, Erik terlalu angkuh",Youtube,"Terlalu angkuh Erik Tohir ,nyingkirin sty publik jg tau sepak bola Indonesia sty lh yg mengangkat perform teamnas, Erik terlalu angkuh",terlalu angkuh erik tohir nyingkirin sty publik juga tau sepak bola indonesia sty boleh yang mengangkat perform teamnas erik terlalu angkuh,21,Coach_STY,0,Negative
ERICK THOHIR sudah gagal,Youtube,ERICK THOHIR sudah gagal,erick thohir sudah gagal,4,Mgmt_ET,0,Negative
Bagusan ketum pssi nya iwan bule dari pada sih erik tohir,Youtube,Bagusan ketum pssi nya iwan bule dari pada sih erik tohir,bagusan ketum pssi nya iwan bule dari pada sih erik tohir,11,Mgmt_ET,0,Negative
Bpk Presiden Orang No 1 pecat Erik Thohir sm Aria hancur tim nas semua Semua kelompok Umur kembalikan STY ERIK THOHIR ARIA PECAT,Youtube,Bpk Presiden Orang No 1 pecat Erik Thohir sm Aria hancur tim nas semua Semua kelompok Umur kembalikan STY ERIK THOHIR ARIA PECAT,bpk presiden orang no 1 pecat erik thohir sama aria hancur tim nas semua semua kelompok umur kembalikan sty erik thohir aria pecat,23,Coach_STY,0,Negative
"ET, Arya out....STY in",Youtube,"ET, Arya out....STY in",et arya outsty ini,4,Mgmt_ET,0,Negative
"Tohir cs Kalah Pamor Dengan STY
 Sehingga Dia Dengan Ego nya Menyingkirkan STY 
 Kini setelah semua Hasil Buruk Timnas Di semua Umur
 Dia Tetap Merasa diri Tidak bersalah
 Tohir Tohir,Selamat Atas Ambisimu yg ingin menghancurkan Sepakbola Timnas dan menghancurkan Mimpi Semua Suporter TIMNAS..
 #Tohir_Out",Youtube,"Tohir cs Kalah Pamor Dengan STY Sehingga Dia Dengan Ego nya Menyingkirkan STY Kini setelah semua Hasil Buruk Timnas Di semua Umur Dia Tetap Merasa diri Tidak bersalah Tohir Tohir,Selamat Atas Ambisimu yg ingin menghancurkan Sepakbola Timnas dan menghancurkan Mimpi Semua Suporter TIMNAS.. #Tohir_Out",tohir cs kalah pamor dengan sty sehingga dia dengan ego nya menyingkirkan sty kini setelah semua hasil buruk timnas di semua umur dia tetap merasa diri tidak bersalah tohir tohirselamat atas ambisimu yang ingin menghancurkan sepakbola timnas dan menghancurkan mimpi semua suporter timnas tohirout,44,Coach_STY,0,Negative
